question,correct_document,retrieved_documents,position,correct_found,question_lang,num_czech,num_engl
Jaké jsou hlavní cíle Spark Operatoru?,Spark Operator,"Spark Operator, Přehled Operátorů, MPI Operator, Postgres Operator Cloudnative-PG, Spuštění aplikace Omero",1.0,True,cz,5,0
Jakou alternativu k `hostPath` byste měli použít pro zdroje objemů v clusteru?,Spark Operator,"Vystavování aplikací, Omezení spouštění Docker obrazů, Tutorial pro Hello World, Postgres Operator Cloudnative-PG, Harbor (hub.cerit.io)",,False,cz,5,0
Jak můžete poskytnout vlastní anotace pro SparkUI Ingress?,Spark Operator,"Spark Operator, Osobní monitorování, Bezpečnost a síťová politika, Vystavování aplikací, Tutorial pro Hello World",1.0,True,cz,5,0
Jaký je účel síťové politiky v kontextu zabezpečení ingressu?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Vystavování aplikací, MinIO Operator, Postgres Operator Cloudnative-PG, Bezpečnostní Kontext",1.0,True,cz,5,0
Jaké anotace je třeba přidat do ingressu pro použití SSO e-infra?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Vystavování aplikací, Jak spustit webový server NGINX, Tutorial pro Hello World, Osobní monitorování",1.0,True,cz,5,0
Jak lze zmírnit bezpečnostní chybu základní autentizace na ingressu?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Vystavování aplikací, Tutorial pro Hello World, Osobní monitorování, Certifikát",1.0,True,cz,5,0
Jak nakonfigurovat SSO endpoint pro použití s ingress?,Bezpečnost a síťová politika,"Bezpečnost a síťová politika, Vystavování aplikací, Tutorial pro Hello World, Jak spustit webový server NGINX, Osobní monitorování",1.0,True,cz,5,0
Jakým způsobem lze omezit příchozí provoz na server pouze z *kube-system* namespace?,Bezpečnost a síťová politika,"Omezení spouštění Docker obrazů, MinIO Operator, Spuštění Virtuálního Stroje, Projekty, Namespaces a Kvóty, Jak spustit webový server NGINX",,False,cz,5,0
Jaké kroky je třeba provést pro instalaci aplikace Minio v Rancheru?,Minio,"Rancher Aplikace, RStudio, Secrets pro úložiště, Scipion, Minio",5.0,True,cz,5,0
"Jaký je postup pro kontrolu, zda je k aplikaci připojen vzdálený souborový systém?",Minio,"BinderHub, Desktop, Matlab, NBGrader Docs, phpMyAdmin",,False,cz,4,1
Jakým způsobem lze smazat běžící instanci aplikace Minio?,Minio,"Minio, JupyterHub, ShinySOM, Moodle, Desktop",1.0,True,cz,5,0
Jaké jsou požadavky pro spuštění osobního serveru Minio?,Minio,"Omezení spouštění Docker obrazů, Minio, JupyterHub, Jak spustit webový server NGINX, Projekty, Namespaces a Kvóty",2.0,True,cz,5,0
Jak lze přistupovat k aplikaci Minio po úspěšné instalaci?,Minio,"Minio, Desktop, ShinySOM, Ansys, GPU a další zdroje",1.0,True,cz,5,0
Jaké jsou doporučené limity pro CPU při spuštění aplikace Ansys?,Ansys,"Ansys, GPU a další zdroje, JupyterHub, BinderHub, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
"Co se stane s domovským adresářem, pokud aplikaci Ansys odinstaluji a později znovu nainstaluji?",Ansys,"Ansys, Rancher Aplikace, Matlab, Minio, Desktop",1.0,True,cz,5,0
"Jaké kroky je třeba udělat, pokud instalace aplikace Ansys zdánlivě selže, ale ve skutečnosti funguje?",Ansys,"Ansys, Rancher Aplikace, Minio, GPU a další zdroje, Matlab",1.0,True,cz,5,0
Jaký je postup pro připojení k běžící instanci Ansys pomocí VNC?,Ansys,"Ansys, Rancher Aplikace, Matlab, Minio, Desktop",1.0,True,cz,5,0
Jaké jsou možnosti zobrazení přístupu při instalaci Ansys a jaké jsou jejich výhody a nevýhody?,Ansys,"Ansys, Rancher Aplikace, Projekty, Namespaces a Kvóty, Minio, BinderHub",1.0,True,cz,5,0
Jaké podmínky musí uživatel splnit pro používání platformy?,Přehled platformy kontejnerů,"Secrets pro úložiště, ownCloud, Jak získat přístup, Úložiště, Projekty, Namespaces a Kvóty",,False,cz,5,0
Jaké znalosti jsou potřebné pro kontejnerizaci aplikace na této platformě?,Přehled platformy kontejnerů,"Jak získat přístup, Vystavování aplikací, Přehled platformy kontejnerů, ownCloud, NBGrader Docs",3.0,True,cz,5,0
Jaké hardwarové architektury a akcelerátory platforma podporuje?,Přehled platformy kontejnerů,"Přehled platformy kontejnerů, Harbor (hub.cerit.io), Jak získat přístup, Přidání shellu do obrazu, který jej nemá, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Jaké orchestrátory a kontejnerové obrazy jsou použity na platformě kontejnerů?,Přehled platformy kontejnerů,"Bezpečnostní Kontext, Přehled platformy kontejnerů, Vystavování aplikací, Projekty, Namespaces a Kvóty, Jak získat přístup",2.0,True,cz,5,0
"Jaké jsou tři způsoby, jak může uživatel využívat platformu kontejnerů?",Přehled platformy kontejnerů,"Secrets pro úložiště, RStudio, Jak získat přístup, NBGrader Docs, Úložiště",,False,cz,5,0
"Proč je důležité, aby atribut `Worker.replicas` odpovídal parametru `-n` v `Launcher`?",MPI Operator,"MPI Operator, MPI Operator, Jak spustit webový server NGINX, Spuštění aplikace Omero, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,4,1
Jaký je postup pro spuštění MPI úlohy na platformě?,MPI Operator,"MPI Operator, Přehled platformy kontejnerů, Jak získat přístup, GPU a další zdroje, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Jaké komponenty musí obsahovat Docker obraz pro MPI Job?,MPI Operator,"MPI Operator, BinderHub, Dockerfile, Harbor (hub.cerit.io), Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Kde můžete najít příklad manifestu MPI Job a co je nutné v něm změnit před použitím?,MPI Operator,"Projekty, Namespaces a Kvóty, Spuštění Virtuálního Stroje, Přidání shellu do obrazu, který jej nemá, GPU a další zdroje, Desktop",,False,cz,5,0
Kde lze najít úplnou dokumentaci o struktuře typu `MPIJob`?,MPI Operator,"Harbor (hub.cerit.io), Desktop, BinderHub, JupyterHub, Přidání shellu do obrazu, který jej nemá",,False,cz,5,0
Jaké jsou výhody použití Snakemake ve srovnání s jinými nástroji?,Snakemake,"Snakemake, Harbor (hub.cerit.io), Rancher Aplikace, Ansys, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Jaké jsou hlavní funkce Snakemake?,Snakemake,"Snakemake, Harbor (hub.cerit.io), Přidání shellu do obrazu, který jej nemá, Spuštění Virtuálního Stroje, BinderHub",1.0,True,cz,5,0
Jaké jsou požadavky na instalaci Snakemake?,Snakemake,"Rancher Aplikace, Ansys, BinderHub, Spuštění Virtuálního Stroje, Projekty, Namespaces a Kvóty",,False,cz,5,0
Co je Snakemake?,Snakemake,"Snakemake, Rancher Aplikace, Spuštění Nextflow Pipelines v Kubernetes, Spuštění Virtuálního Stroje, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
Jakým způsobem Snakemake pomáhá při správě workflow?,Snakemake,"Spuštění Nextflow Pipelines v Kubernetes, Ansys, BinderHub, Přidání shellu do obrazu, který jej nemá, Snakemake",5.0,True,cz,5,0
Jaké jsou požadavky na CPU a RAM pro spuštění Matlabu a jak lze tyto hodnoty upravit?,Matlab,"Matlab, BinderHub, JupyterHub, Ansys, Desktop",1.0,True,cz,5,0
Jaké kroky jsou nutné k připojení e-infra úložiště k aplikaci Matlab?,Matlab,"Matlab, Ansys, Matlab, Rancher Aplikace, MPI Operator",1.0,True,cz,4,1
Jaké kroky jsou nutné k instalaci aplikace Matlab v prostředí Rancher?,Matlab,"Matlab, Rancher Aplikace, Ansys, RStudio, Secrets pro úložiště",1.0,True,cz,5,0
Jaké jsou rozdíly mezi metodami připojení *VNC* a *WEBRTC* pro běžící instanci Matlabu?,Matlab,"Matlab, Ansys, Desktop, Samba Server, Harbor (hub.cerit.io)",1.0,True,cz,5,0
"Co se stane s obsahem domovského adresáře, pokud aplikaci Matlab odstraníte a později znovu nainstalujete se stejným názvem?",Matlab,"Matlab, Ansys, Desktop, Rancher Aplikace, RStudio",1.0,True,cz,5,0
Jakým způsobem lze odstranit běžící instanci aplikace ownCloud a co se stane s daty v domovském adresáři?,ownCloud,"ownCloud, Jak získat přístup, Omezení spouštění Docker obrazů, Přidání shellu do obrazu, který jej nemá, BinderHub",1.0,True,cz,5,0
Jaké jsou kroky pro spuštění klienta ownCloud?,ownCloud,"ownCloud, Omezení spouštění Docker obrazů, Jak spustit webový server NGINX, Harbor (hub.cerit.io), Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
Jak můžete zkontrolovat připojení vzdáleného souborového systému v aplikaci ownCloud?,ownCloud,"ownCloud, Desktop, Omezení spouštění Docker obrazů, BinderHub, Ansys",1.0,True,cz,5,0
Co je třeba udělat před instalací aplikace ownCloud z grafů v Rancheru?,ownCloud,"ownCloud, Osobní monitorování, Desktop, Žádost o projekt, řízení přístupu, Minio",1.0,True,cz,5,0
Jakou roli hraje PVC při synchronizaci dat pomocí klienta ownCloud?,ownCloud,"ownCloud, Úložiště, Samba Server, Spuštění Virtuálního Stroje, Jak spustit webový server NGINX",1.0,True,cz,5,0
Jaké jsou kroky pro připojení k Samba serveru z operačního systému Linux?,Samba Server,"Samba Server, Omezení spouštění Docker obrazů, MPI Operator, MinIO Operator, Jak spustit webový server NGINX",1.0,True,cz,5,0
Jakým způsobem lze připojit síťový disk z MacOS k Samba serveru?,Samba Server,"Samba Server, Samba Server, Omezení spouštění Docker obrazů, Dostupný hardware, Spuštění Virtuálního Stroje",1.0,True,cz,4,1
Jaký je formát URL pro přístup k Samba serveru?,Samba Server,"Samba Server, Omezení spouštění Docker obrazů, MinIO Operator, Jak spustit webový server NGINX, ownCloud",1.0,True,cz,5,0
Jaký je postup pro instalaci Samba serveru pomocí GUI Rancher?,Samba Server,"Samba Server, Omezení spouštění Docker obrazů, Spuštění Virtuálního Stroje, Desktop, BinderHub",1.0,True,cz,5,0
Jaké jsou požadavky pro spuštění Samba serveru?,Samba Server,"Samba Server, Omezení spouštění Docker obrazů, Postgres Operator Cloudnative-PG, Jak spustit webový server NGINX, MPI Operator",1.0,True,cz,5,0
Jakým způsobem aplikace Osobní monitorování shromažďuje metriky z vašeho namespace?,Osobní monitorování,"Osobní monitorování, Ansys, ownCloud, Desktop, Minio",1.0,True,cz,5,0
Kde se nachází osobní instance Grafany po instalaci?,Osobní monitorování,"Desktop, Osobní monitorování, Spuštění Virtuálního Stroje, Ansys, BinderHub",2.0,True,cz,5,0
Jakým způsobem se mění výchozí přihlašovací údaje pro instanci Grafany?,Osobní monitorování,"Rancher Aplikace, Ansys, Desktop, BinderHub, Minio",,False,cz,5,0
Jaký je postup instalace aplikace Osobní monitorování pomocí Rancher?,Osobní monitorování,"Osobní monitorování, Rancher Aplikace, RStudio, Desktop, Scipion",1.0,True,cz,5,0
"Co znamená, když se aplikace zobrazí jako zelená `Nasazeno`?",Osobní monitorování,"Desktop, ShinySOM, NBGrader Docs, Vystavování aplikací, NBGrader Docs",,False,cz,4,1
Jak lze přistupovat k MinIO úložišti S3 z jiných podů v Kubernetes?,MinIO Operator,"MinIO Operator, Minio, Postgres Operator Cloudnative-PG, Omezení spouštění Docker obrazů, BinderHub",1.0,True,cz,5,0
Jaké funkce poskytuje MinIO Operator pro nasazení na Kubernetes?,MinIO Operator,"MinIO Operator, Přehled Operátorů, MPI Operator, Úložiště, Spuštění aplikace Omero",1.0,True,cz,5,0
Jak je definován typ `Tenant` v rámci MinIO Operator?,MinIO Operator,"MinIO Operator, Přehled Operátorů, Omezení spouštění Docker obrazů, Minio, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Jaké možnosti zabezpečení sítě jsou dostupné pro MinIO Tenant pomocí NetworkPolicy?,MinIO Operator,"MinIO Operator, Vystavování aplikací, Omezení spouštění Docker obrazů, Jak spustit webový server NGINX, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
Jak se konfiguruje uživatelský tajný klíč pro MinIO Tenant?,MinIO Operator,"Desktop, Přidání shellu do obrazu, který jej nemá, Minio, Ansys, MinIO Operator",5.0,True,cz,5,0
Jaké zdroje a akce můžete definovat v souboru nasazení `resources.yaml`?,GitLab Kubernetes Agent,"Projekty, Namespaces a Kvóty, Jak spustit webový server NGINX, Vystavování aplikací, Úložiště, GPU a další zdroje",,False,cz,5,0
Jak vytvoříte a nasadíte manifestní soubor pro ConfigMap pomocí GitLab Kubernetes Agenta?,GitLab Kubernetes Agent,"GitLab Kubernetes Agent, Dockerfile, Jak spustit webový server NGINX, Vytváření Docker kontejnerů s GitLab, Bezpečnostní Kontext",1.0,True,cz,5,0
Jak vytvoříte konfigurační soubor pro GitLab Kubernetes Agenta v repozitáři?,GitLab Kubernetes Agent,"GitLab Kubernetes Agent, Dockerfile, Vytváření Docker kontejnerů s GitLab, Ukládání Kubernetes Secrets do Gitu, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
Jakým způsobem zaregistrujete agenta a získáte token agenta?,GitLab Kubernetes Agent,"GitLab Kubernetes Agent, Certifikát, Přehled Operátorů, JupyterHub, ShinySOM",1.0,True,cz,5,0
Jaké jsou požadavky na instalaci GitLab Kubernetes Agenta?,GitLab Kubernetes Agent,"GitLab Kubernetes Agent, Dockerfile, Vytváření Docker kontejnerů s GitLab, Ukládání Kubernetes Secrets do Gitu, Jak spustit webový server NGINX",1.0,True,cz,5,0
Jaké položky ve specifikaci `Certificate` určují cílové DNS názvy a název vydavatele certifikátu?,Certifikát,"Certifikát, Vystavování aplikací, Tutorial pro Hello World, Jak spustit webový server NGINX, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Proč je důležité mít certifikáty uloženy jako tajemství v Kubernetes?,Certifikát,"Certifikát, Bezpečnostní Kontext, Vystavování aplikací, Tutorial pro Hello World, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
Jaký je účel použití protokolu ACME v Kubernetes pro správu certifikátů?,Certifikát,"Certifikát, Bezpečnostní Kontext, Tutorial pro Hello World, Vystavování aplikací, GitLab Kubernetes Agent",1.0,True,cz,5,0
"Který vydavatel certifikátů by měl být použit pro ne-webové aplikace, které vyžadují kontrolu pomocí DNS?",Certifikát,"Certifikát, Matlab, Vystavování aplikací, Ansys, Jak spustit webový server NGINX",1.0,True,cz,5,0
Jaký je rozdíl mezi `letsencrypt-prod` a `letsencrypt-stage`?,Certifikát,"Certifikát, Secrets pro úložiště, Spuštění Virtuálního Stroje, Ukládání Kubernetes Secrets do Gitu, Vystavování aplikací",1.0,True,cz,5,0
Jak uživatel může vytvořit ad-hoc PVC pomocí šablony pvc.yaml?,Úložiště,"Jak spustit webový server NGINX, Úložiště, Bezpečnostní Kontext, Spuštění Virtuálního Stroje, Tutorial pro Hello World",2.0,True,cz,5,0
Jaké informace jsou potřebné pro přístup k úložišti WebDAV?,Úložiště,"Harbor (hub.cerit.io), Úložiště, Vystavování aplikací, Omezení spouštění Docker obrazů, Postgres Operator Cloudnative-PG",2.0,True,cz,5,0
Jaké jsou výkonnostní charakteristiky třídy úložiště nfs-csi?,Úložiště,"Úložiště, BinderHub, Postgres Operator Cloudnative-PG, Matlab, Tutorial pro Hello World",1.0,True,cz,5,0
Kdy je obsah ephemeral úložiště ztracen?,Úložiště,"Úložiště, Desktop, Minio, NBGrader Docs, JupyterHub",1.0,True,cz,5,0
Jaké jsou hlavní objekty Kubernetes související s úložištěm?,Úložiště,"Harbor (hub.cerit.io), Projekty, Namespaces a Kvóty, Žádost o projekt, řízení přístupu, Přidání shellu do obrazu, který jej nemá, GitLab Kubernetes Agent",,False,cz,5,0
Jaký je maximální limit pro ukládání artefaktů pro každého uživatele v Harboru?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Ansys, Spuštění Virtuálního Stroje, Projekty, Namespaces a Kvóty, Desktop",1.0,True,cz,5,0
Jaké jsou hlavní výhody používání Harboru oproti hub.docker.com?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Přehled platformy kontejnerů, BinderHub, Spuštění Virtuálního Stroje, Dockerfile",1.0,True,cz,5,0
Co by uživatelé neměli zahrnovat do svých Docker obrazů v Harboru a proč?,Harbor (hub.cerit.io),"Přehled platformy kontejnerů, Harbor (hub.cerit.io), Dockerfile, BinderHub, Spuštění Virtuálního Stroje",2.0,True,cz,5,0
Jakým způsobem se mohou uživatelé přihlásit do Harboru přes příkazový řádek?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Přidání shellu do obrazu, který jej nemá, BinderHub, Spuštění Virtuálního Stroje, Přehled platformy kontejnerů",1.0,True,cz,5,0
Jakým způsobem může uživatel spravovat artefakty ve svém repozitáři v Harboru?,Harbor (hub.cerit.io),"Harbor (hub.cerit.io), Přidání shellu do obrazu, který jej nemá, JupyterHub, Spuštění Virtuálního Stroje, Žádost o projekt, řízení přístupu",1.0,True,cz,5,0
"Co by měl instruktor udělat, pokud byl dodatečně přidán jako instruktor do kurzu?",NBGrader Docs,"NBGrader Docs, NBGrader Docs, Matlab, Žádost o projekt, řízení přístupu, Ansys",1.0,True,cz,4,1
Jaký je postup pro přidání studenta do kurzu na jupytul?,NBGrader Docs,"NBGrader Docs, NBGrader Docs, JupyterHub, BinderHub, RStudio",1.0,True,cz,4,1
Jaký je doporučený postup pro mazání notebooků po skončení práce?,NBGrader Docs,"NBGrader Docs, BinderHub, JupyterHub, NBGrader Docs, GPU a další zdroje",1.0,True,cz,4,1
Jak mohou studenti vytvořit a spravovat pojmenované notebookové servery?,NBGrader Docs,"NBGrader Docs, NBGrader Docs, JupyterHub, BinderHub, Dostupný hardware",1.0,True,cz,4,1
Jaké jsou požadavky na CPU a paměť pro notebooky studentů?,NBGrader Docs,"NBGrader Docs, NBGrader Docs, JupyterHub, BinderHub, Dostupný hardware",1.0,True,cz,4,1
"Jaké informace je třeba uvést v e-mailu, pokud žádám o skupinový projekt bez existující skupiny?","Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, JupyterHub, Harbor (hub.cerit.io), NBGrader Docs, Vystavování aplikací",1.0,True,cz,4,1
Jaké jsou výchozí kvóty pro skupinový projekt?,"Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Harbor (hub.cerit.io), Projekty, Namespaces a Kvóty, Přidání shellu do obrazu, který jej nemá, Ansys",1.0,True,cz,5,0
"Jaké informace je třeba zahrnout do e-mailu, pokud potřebuji větší individuální projekt?","Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Harbor (hub.cerit.io), JupyterHub, NBGrader Docs, NBGrader Docs",1.0,True,cz,4,1
Jaký je postup pro přiřazení skupiny pro řízení přístupu k projektu?,"Žádost o projekt, řízení přístupu","Žádost o projekt, řízení přístupu, Harbor (hub.cerit.io), Projekty, Namespaces a Kvóty, BinderHub, Přehled platformy kontejnerů",1.0,True,cz,5,0
Jaké typy projektů jsou k dispozici v Kubernetes clusteru?,"Žádost o projekt, řízení přístupu","Harbor (hub.cerit.io), Žádost o projekt, řízení přístupu, Projekty, Namespaces a Kvóty, Rancher, Spuštění Nextflow Pipelines v Kubernetes",2.0,True,cz,5,0
Jaký je důsledek nemožnosti spouštět docker obrazy jako uživatel `root`?,Omezení spouštění Docker obrazů,"Omezení spouštění Docker obrazů, Přehled platformy kontejnerů, BinderHub, Dockerfile, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
"Jak lze specifikovat uživatele, pod kterým se má spustit docker obraz?",Omezení spouštění Docker obrazů,"Přehled platformy kontejnerů, BinderHub, Dockerfile, Harbor (hub.cerit.io), Spuštění Virtuálního Stroje",,False,cz,5,0
Proč byste neměli instalovat balíčky do běžícího kontejneru?,Omezení spouštění Docker obrazů,"Osobní monitorování, Ansys, BinderHub, RStudio, ShinySOM",,False,cz,5,0
Jak lze řešit problém s nemožností zapisovat do adresářů jako `/var/log/`?,Omezení spouštění Docker obrazů,"JupyterHub, Logging, Omezení spouštění Docker obrazů, Projekty, Namespaces a Kvóty, ShinySOM",3.0,True,cz,5,0
"Co se stane, pokud docker obraz nemá číselný `UID`?",Omezení spouštění Docker obrazů,"Dockerfile, Omezení spouštění Docker obrazů, BinderHub, Jak spustit webový server NGINX, Přehled platformy kontejnerů",2.0,True,cz,5,0
"Co znamená chybová zpráva, která říká, že nasazení překračuje kvótu v Namespace?",FAQ,"Rancher, Projekty, Namespaces a Kvóty, Moodle, RStudio, Spuštění Nextflow Pipelines v Kubernetes",,False,cz,5,0
"Jak přidat `securityContext` do nasazení, které vrací chybu s `CreateContainerConfigError`?",FAQ,"FAQ, Bezpečnostní Kontext, JupyterHub, Omezení spouštění Docker obrazů, MinIO Operator",1.0,True,cz,5,0
"Jaké atributy musí být nastaveny pro Pod, Job nebo Deployment, aby se zabránilo selhání nasazení?",FAQ,"Projekty, Namespaces a Kvóty, FAQ, Přidání shellu do obrazu, který jej nemá, Secrets pro úložiště, Omezení spouštění Docker obrazů",2.0,True,cz,5,0
Co značí chybový kód 413 při použití Helm nasazení a jak ho lze vyřešit?,FAQ,"Harbor (hub.cerit.io), BinderHub, FAQ, Ansys, Projekty, Namespaces a Kvóty",3.0,True,cz,5,0
"Jak mohu opravit chybu, kdy `nvidia-smi` vrací `command not found`?",FAQ,"FAQ, Spuštění Virtuálního Stroje, BinderHub, JupyterHub, GPU a další zdroje",1.0,True,cz,5,0
Co se stane s daty uloženými mimo Onedata po odstranění aplikace?,Scipion,"Scipion, Matlab, Desktop, Ansys, ShinySOM",1.0,True,cz,5,0
Jaký je proces synchronizace dat mezi Onedata spaces a Kubernetes volumes?,Scipion,"Scipion, Spuštění Nextflow Pipelines v Kubernetes, Úložiště, Dostupný hardware, Tutorial pro Hello World",1.0,True,cz,5,0
Co je požadováno pro připojení Onedata při instalaci Scipionu?,Scipion,"Scipion, JupyterHub, Ansys, Desktop, Žádost o projekt, řízení přístupu",1.0,True,cz,5,0
Jaké jsou kroky pro spuštění aplikace Scipion?,Scipion,"Scipion, Projekty, Namespaces a Kvóty, Ansys, JupyterHub, Vystavování aplikací",1.0,True,cz,5,0
Jaká omezení platí pro používání CPU při spuštění Scipionu?,Scipion,"Scipion, JupyterHub, BinderHub, GPU a další zdroje, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Jak se autentizuje uživatel pro použití instance CERIT-SC BinderHub?,BinderHub,"BinderHub, Postgres Operator Cloudnative-PG, Harbor (hub.cerit.io), Přidání shellu do obrazu, který jej nemá, Moodle",1.0,True,cz,5,0
"Co dělat, pokud dosáhnete limitu běžících projektů na BinderHub?",BinderHub,"BinderHub, Projekty, Namespaces a Kvóty, Harbor (hub.cerit.io), Žádost o projekt, řízení přístupu, GPU a další zdroje",1.0,True,cz,5,0
Jaké jsou doporučení pro práci s perzistentními svazky v BinderHub?,BinderHub,"BinderHub, JupyterHub, Přidání shellu do obrazu, který jej nemá, Projekty, Namespaces a Kvóty, Ansys",1.0,True,cz,5,0
Jak lze specifikovat jiné množství zdrojů nebo připojit GPU v BinderHub?,BinderHub,"JupyterHub, BinderHub, Spuštění Virtuálního Stroje, GPU a další zdroje, Dostupný hardware",2.0,True,cz,5,0
Jaké jsou limity zdrojů pro uživatele na JupyterHub?,BinderHub,"JupyterHub, BinderHub, Projekty, Namespaces a Kvóty, RStudio, NBGrader Docs",2.0,True,cz,4,1
Jaké jsou hlavní komponenty architektury Nextflow pipeline a jak spolupracují?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Přehled platformy kontejnerů, MPI Operator, Logging, Projekty, Namespaces a Kvóty",1.0,True,cz,5,0
Jaké možnosti konfigurace jsou k dispozici v `nextflow.config` souboru pro spuštění v Kubernetes?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Přehled platformy kontejnerů, Kubectl, Logging, Tutorial pro Hello World",1.0,True,cz,5,0
Jaké jsou doporučené kroky pro ladění a řešení problémů při spuštění Nextflow pipeline v Kubernetes?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Přehled platformy kontejnerů, Logging, MPI Operator, Tutorial pro Hello World",1.0,True,cz,5,0
Jak nainstalovat specifickou verzi Nextflow na místním počítači?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Přehled platformy kontejnerů, Projekty, Namespaces a Kvóty, Jak spustit webový server NGINX, Přidání shellu do obrazu, který jej nemá",1.0,True,cz,5,0
Jaké kroky jsou nezbytné pro spuštění Nextflow pipeline v Kubernetes?,Spuštění Nextflow Pipelines v Kubernetes,"Spuštění Nextflow Pipelines v Kubernetes, Přehled platformy kontejnerů, Logging, MPI Operator, Harbor (hub.cerit.io)",1.0,True,cz,5,0
"Jakým způsobem je možné vystavit aplikaci, která nepoužívá protokol HTTP, a jaké jsou možnosti týkající se veřejných a soukromých IP adres?",Vystavování aplikací,"Vystavování aplikací, Certifikát, Jak spustit webový server NGINX, Omezení spouštění Docker obrazů, Desktop",1.0,True,cz,5,0
Jaké jsou požadavky na konfiguraci TLS pro webové aplikace v Kubernetes?,Vystavování aplikací,"Vystavování aplikací, Tutorial pro Hello World, Certifikát, Bezpečnost a síťová politika, MinIO Operator",1.0,True,cz,5,0
Jak lze omezit přístup k webové aplikaci na základě IP adresy?,Vystavování aplikací,"Vystavování aplikací, Certifikát, Jak spustit webový server NGINX, VPN, Matlab",1.0,True,cz,5,0
Jakým způsobem může být webová aplikace exponována na internetu pomocí Kubernetes?,Vystavování aplikací,"Přidání shellu do obrazu, který jej nemá, Jak spustit webový server NGINX, Tutorial pro Hello World, Harbor (hub.cerit.io), Vystavování aplikací",5.0,True,cz,5,0
"Jaký je rozdíl mezi webovými aplikacemi a ostatními aplikacemi, pokud jde o IP adresy?",Vystavování aplikací,"Vystavování aplikací, Certifikát, phpMyAdmin, Desktop, Jak spustit webový server NGINX",1.0,True,cz,5,0
Jaké kroky jsou nutné pro nastavení vysoké dostupnosti v Postgres clusteru?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Spuštění aplikace Omero, Omezení spouštění Docker obrazů, Harbor (hub.cerit.io), Secrets pro úložiště",1.0,True,cz,5,0
Jakým způsobem lze povolit automatické zálohování databáze do S3 úložiště?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Minio, Matlab, Scipion, Ansys",1.0,True,cz,5,0
Jaké jsou doporučené postupy pro použití vlastních přihlašovacích údajů k databázi?,Postgres Operator Cloudnative-PG,"Spuštění aplikace Omero, NBGrader Docs, Vystavování aplikací, Jak získat přístup, NBGrader Docs",,False,cz,4,1
Jaké jsou hlavní rozdíly mezi nasazením jednotlivé instance a clusterové instance Postgres na Kubernetes?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Spuštění aplikace Omero, BinderHub, Omezení spouštění Docker obrazů, Spark Operator",1.0,True,cz,5,0
Jakým způsobem se přistupuje k databázi z jiného namespace nebo zvenčí Kubernetes clusteru?,Postgres Operator Cloudnative-PG,"Namespaces, Postgres Operator Cloudnative-PG, Rancher, Projekty, Namespaces a Kvóty, Spuštění Nextflow Pipelines v Kubernetes",2.0,True,cz,5,0
"Co se stane s uživatelským účtem, pokud není prodloužen do 2. února?",Jak získat přístup,"NBGrader Docs, NBGrader Docs, Rancher, Jak získat přístup, Desktop",4.0,True,cz,4,1
Jaké jsou podmínky pro získání přístupu k platformě CERIT-SC Kubernetes a uživatelskému rozhraní Rancher?,Jak získat přístup,"Jak získat přístup, Přehled platformy kontejnerů, Rancher, Žádost o projekt, řízení přístupu, Spuštění Virtuálního Stroje",1.0,True,cz,5,0
Jakým způsobem lze prodloužit uživatelský účet v Metacentru?,Jak získat přístup,"Jak získat přístup, Matlab, Secrets pro úložiště, Desktop, JupyterHub",1.0,True,cz,5,0
