question,correct_document,retrieved_documents,position,correct_found,question_lang,num_czech,num_engl
What should you do if you need more than the default CPU quota limits?,Rancher Applications,"Projects, Namespaces, and Quotas, JupyterHub, FAQ, GPU and other Resources, Matlab",,False,en,0,5
Which section of the Rancher interface should you navigate to in order to select an application to run?,Rancher Applications,"Rancher Applications, Desktop, Scipion, Welcome to the CERIT-SC Kubernetes Container Platform, Ansys",1.0,True,en,0,5
How can you deploy the Omero web interface to make it accessible from the internet?,Use case Omero,"Chat AI, Use case Omero, Exposing Applications, Welcome to the CERIT-SC Kubernetes Container Platform, ShinySOM",2.0,True,en,0,5
How can you create and deploy a secret for the Postgres database user and password in Kubernetes?,Use case Omero,"Postgres Operator Cloudnative-PG, Use case Omero, MinIO Operator, Storage, Storing Kubernetes Secrets in Git",2.0,True,en,0,5
What steps are necessary to ensure that the Omero server application can run in a managed Kubernetes environment?,Use case Omero,"Use case Omero, Limitations of Running Docker Images, MPI Operator, Matlab, Hello world tutorial",1.0,True,en,0,5
Why is the second option of running Omero images manually preferred for Kubernetes over using docker-compose?,Use case Omero,"Use case Omero, Limitations of Running Docker Images, Add shell to an image without one, MPI Operator, JupyterHub",1.0,True,en,0,5
What are the two main components needed to run the Omero application in Kubernetes?,Use case Omero,"Use case Omero, Jobs, Hello world tutorial, MPI Operator, Matlab",1.0,True,en,0,5
How long might it take for your kerberos name to be associated with your Rancher account?,Storage Secrets,"Storage Secrets, Requesting a Project, Access Control, Scipion, Matlab, Projects, Namespaces, and Quotas",1.0,True,en,0,5
What are the two types of objects you can create for accessing storage in MetaCentrum?,Storage Secrets,"Storage Secrets, JupyterHub, Ansys, News, Matlab",1.0,True,en,0,5
What is one example of how the Samba secret can be used?,Storage Secrets,"Storage Secrets, Samba Server, Secrets pro úložiště, Storing Kubernetes Secrets in Git, RStudio",1.0,True,en,1,4
What are the prerequisites for using the storage secrets service?,Storage Secrets,"Storage Secrets, Storage, Storing Kubernetes Secrets in Git, Matlab, RStudio",1.0,True,en,0,5
Where can you manage and view the generated secrets after creation?,Storage Secrets,"Storage Secrets, Storing Kubernetes Secrets in Git, Spark Operator, Ukládání Kubernetes Secrets do Gitu, Foldify",1.0,True,en,1,4
How can users access the CERIT-SC Kubernetes Container Platform?,Welcome to the CERIT-SC Kubernetes Container Platform,"Welcome to the CERIT-SC Kubernetes Container Platform, How to get Access, Contacts, Postgres Operator Cloudnative-PG, Harbor (hub.cerit.io)",1.0,True,en,0,5
What options are available for deploying applications on the platform?,Welcome to the CERIT-SC Kubernetes Container Platform,"Welcome to the CERIT-SC Kubernetes Container Platform, Operator Summary, Exposing Applications, Matlab, Rancher Applications",1.0,True,en,0,5
What is the underlying orchestrator used in the CERIT-SC Kubernetes Container Platform?,Welcome to the CERIT-SC Kubernetes Container Platform,"Welcome to the CERIT-SC Kubernetes Container Platform, Contacts, Available Hardware, Projects, Namespaces, and Quotas, MinIO Operator",1.0,True,en,0,5
What examples of applications or workflows are mentioned in the platform's documentation?,Welcome to the CERIT-SC Kubernetes Container Platform,"Welcome to the CERIT-SC Kubernetes Container Platform, Exposing Applications, TES/WES, Running Nextflow Pipelines in Kubernetes, Foldify",1.0,True,en,0,5
What types of networking technology does the platform support?,Welcome to the CERIT-SC Kubernetes Container Platform,"Welcome to the CERIT-SC Kubernetes Container Platform, Exposing Applications, Přehled platformy kontejnerů, Available Hardware, MinIO Operator",1.0,True,en,1,4
How can you specify a base image in a Dockerfile?,Dockerfile,"Jobs, Building Docker containers with Gitlab, Dockerfile, JupyterHub, Limitations of Running Docker Images",3.0,True,en,0,5
What is the significance of the `--rm` option when running a Docker image?,Dockerfile,"Limitations of Running Docker Images, Harbor (hub.cerit.io), Dockerfile, Add shell to an image without one, Projects, Namespaces, and Quotas",3.0,True,en,0,5
What is the purpose of a Docker image in container infrastructure?,Dockerfile,"Dockerfile, Jobs, Welcome to the CERIT-SC Kubernetes Container Platform, JupyterHub, Limitations of Running Docker Images",1.0,True,en,0,5
What are the benefits of using the `&&` operator when chaining commands in a Dockerfile?,Dockerfile,"Limitations of Running Docker Images, Dockerfile, Welcome to the CERIT-SC Kubernetes Container Platform, Add shell to an image without one, JupyterHub",2.0,True,en,0,5
Why is it recommended to search for existing images in a public registry before creating your own Docker image?,Dockerfile,"Building Docker containers with Gitlab, JupyterHub, Limitations of Running Docker Images, Dockerfile, Jobs",4.0,True,en,0,5
What is the significance of the 'volumeClaimTemplate' in the MinIO Tenant YAML configuration?,MinIO Operator,"MinIO Operator, MinIO Operator, Minio, Jobs, FAQ",1.0,True,en,1,4
How can you access the MinIO S3 storage from other Pods within a Kubernetes cluster?,MinIO Operator,"MinIO Operator, Minio, Storage Secrets, MinIO Operator, Postgres Operator Cloudnative-PG",1.0,True,en,1,4
What steps can be taken to enhance network security for the MinIO S3 storage in a Kubernetes environment?,MinIO Operator,"MinIO Operator, MinIO Operator, Wireguard, Limitations of Running Docker Images, Storage Secrets",1.0,True,en,1,4
What is the purpose of the MinIO Operator in Kubernetes?,MinIO Operator,"MinIO Operator, MinIO Operator, Minio, Operator Summary, MPI Operator",1.0,True,en,1,4
How can you deploy a single instance of a MinIO Tenant using the MinIO Operator?,MinIO Operator,"MinIO Operator, MinIO Operator, Minio, Operator Summary, GPU and other Resources",1.0,True,en,1,4
What is TESK and where can I find its implementation?,TES/WES,"TES/WES, TES/WES, Welcome to the CERIT-SC Kubernetes Container Platform, Matlab, Contacts",1.0,True,en,1,4
Where can I access the TESK endpoint in the Czech infrastructure?,TES/WES,"TES/WES, TES/WES, Contacts, Ansys, Storage Secrets",1.0,True,en,1,4
Where can I find the endpoint for WES in the Czech infrastructure?,TES/WES,"TES/WES, TES/WES, Ansys, Contacts, Storage Secrets",1.0,True,en,1,4
What is the purpose of the WES microservice?,TES/WES,"TES/WES, Minio, Storage Secrets, TES/WES, Matlab",1.0,True,en,1,4
How does WES interact with TES-compatible execution backends?,TES/WES,"TES/WES, TES/WES, Running Nextflow Pipelines in Kubernetes, Matlab, Jobs",1.0,True,en,1,4
Which AI models are currently available in Open-WebUI for text generation?,Chat AI,"Chat AI, News, JupyterHub, Welcome to the CERIT-SC Kubernetes Container Platform, TES/WES",1.0,True,en,0,5
How can a user generate images using the Open-WebUI interface?,Chat AI,"Chat AI, Desktop, Matlab, Add shell to an image without one, JupyterHub",1.0,True,en,0,5
How can a user access the Open-WebUI platform?,Chat AI,"Chat AI, Welcome to the CERIT-SC Kubernetes Container Platform, How to get Access, TES/WES, Spark Operator",1.0,True,en,0,5
What is the process for creating an API key in Open-WebUI?,Chat AI,"Chat AI, MinIO Operator, Running Virtual Machine, Storing Kubernetes Secrets in Git, Use case Omero",1.0,True,en,0,5
What are the steps to log in to Open-WebUI using e-INFRA CZ?,Chat AI,"Chat AI, Ansys, RStudio, Desktop, Harbor (hub.cerit.io)",1.0,True,en,1,4
How can you run a new computation using Foldify?,Foldify,"Foldify, News, JupyterHub, Welcome to the CERIT-SC Kubernetes Container Platform, Running Nextflow Pipelines in Kubernetes",1.0,True,en,0,5
What options are available for viewing computed results on Foldify?,Foldify,"Foldify, News, JupyterHub, Welcome to the CERIT-SC Kubernetes Container Platform, RStudio",1.0,True,en,0,5
What are the main sections available on the Foldify Dashboard after logging in?,Foldify,"Foldify, News, ShinySOM, JupyterHub, Welcome to the CERIT-SC Kubernetes Container Platform",1.0,True,en,0,5
How can you access AlphaFold3 software through Foldify?,Foldify,"Foldify, News, Chat AI, Welcome to the CERIT-SC Kubernetes Container Platform, JupyterHub",1.0,True,en,0,5
What is the purpose of the Plddt score in the results page of Foldify?,Foldify,"Foldify, News, JupyterHub, Chat AI, Welcome to the CERIT-SC Kubernetes Container Platform",1.0,True,en,0,5
How can you access the Spark UI for your applications?,Spark Operator,"Spark Operator, Welcome to the CERIT-SC Kubernetes Container Platform, Spark Operator, Chat AI, RStudio",1.0,True,en,1,4
What should be used instead of 'hostPath' as a volume source in the cluster?,Spark Operator,"Spark Operator, Limitations of Running Docker Images, Storage, MinIO Operator, MinIO Operator",1.0,True,en,1,4
What should you do if you want to use a custom certificate issuer for SparkUI Ingress?,Spark Operator,"Spark Operator, Exposing Applications, Spark Operator, Certificate, Security and Network Policy",1.0,True,en,1,4
What is the purpose of the Spark Operator?,Spark Operator,"Spark Operator, Spark Operator, Operator Summary, MPI Operator, Snakemake",1.0,True,en,2,3
How can you avoid permission issues when configuring a Spark application?,Spark Operator,"Spark Operator, Scipion, Requesting a Project, Access Control, FAQ, Operator Summary",1.0,True,en,0,5
What are the default CPU and Memory quotas for a Personal Project and default Namespace?,"Projects, Namespaces, and Quotas","Projects, Namespaces, and Quotas, Projekty, Namespaces a Kvóty, Requesting a Project, Access Control, Desktop, Rancher",1.0,True,en,1,4
What are the two options if a user needs more resources than the Personal Project quotas allow?,"Projects, Namespaces, and Quotas","Projects, Namespaces, and Quotas, Requesting a Project, Access Control, FAQ, BinderHub, Operator Summary",1.0,True,en,0,5
How can a user request a new project with larger quotas?,"Projects, Namespaces, and Quotas","Projects, Namespaces, and Quotas, Requesting a Project, Access Control, FAQ, BinderHub, Projekty, Namespaces a Kvóty",1.0,True,en,1,4
What happens if a running container exceeds its CPU or Memory limits?,"Projects, Namespaces, and Quotas","GPU and other Resources, Projects, Namespaces, and Quotas, JupyterHub, FAQ, Desktop",2.0,True,en,0,5
What is the recommended method for creating a new Namespace to ensure it appears in the Rancher UI?,"Projects, Namespaces, and Quotas","Projects, Namespaces, and Quotas, Namespaces, Rancher, Matlab, Storage Secrets",1.0,True,en,0,5
How do you configure the output destination for logs in a Kubernetes cluster using SyslogNGOutput?,Logging,"Logging, Logging, MinIO Operator, GitLab Runner in Kubernetes, Hello world tutorial",1.0,True,en,1,4
How can you specify which logs should be sent to the output destination using SyslogNGFlow?,Logging,"Logging, Logging, Running Nextflow Pipelines in Kubernetes, Limitations of Running Docker Images, Foldify",1.0,True,en,1,4
What is the role of the Logging operator in a Kubernetes cluster?,Logging,"Logging, Logging, Operator Summary, GitLab Runner in Kubernetes, Harbor (hub.cerit.io)",1.0,True,en,1,4
What command is used to apply the resource configurations for creating a new logging pipeline?,Logging,"Logging, Logging, BinderHub, Projects, Namespaces, and Quotas, Limitations of Running Docker Images",1.0,True,en,1,4
What is the importance of the loggingRef field in both SyslogNGFlow and SyslogNGOutput configurations?,Logging,"Logging, Logging, Running Nextflow Pipelines in Kubernetes, Foldify, Limitations of Running Docker Images",1.0,True,en,1,4
How can you verify the existence of the WireGuard interface in a Pod?,Wireguard,"Wireguard, VPN, Minio, ownCloud, Exposing Applications",1.0,True,en,0,5
What command is used to test connectivity to a WireGuard peer from a Pod?,Wireguard,"Wireguard, VPN, Exposing Applications, ownCloud, Minio",1.0,True,en,0,5
How can you deploy a Pod with a WireGuard interface in Kubernetes?,Wireguard,"Wireguard, Running Nextflow Pipelines in Kubernetes, Exposing Applications, Hello world tutorial, GitLab Kubernetes Agent",1.0,True,en,0,5
What steps are involved in creating a Kubernetes Secret for a WireGuard private key?,Wireguard,"Wireguard, Storing Kubernetes Secrets in Git, GitLab Runner in Kubernetes, MinIO Operator, Running Virtual Machine",1.0,True,en,0,5
What are the current limitations when configuring WireGuard in Kubernetes?,Wireguard,"Wireguard, Limitations of Running Docker Images, How to Run NGINX Web Server, FAQ, Jobs",1.0,True,en,0,5
How can I install the phpMyAdmin application using Rancher?,phpMyAdmin,"phpMyAdmin, phpMyAdmin, Scipion, Rancher Applications, Personal Monitoring",1.0,True,en,1,4
How can I uninstall the phpMyAdmin application through Rancher?,phpMyAdmin,"phpMyAdmin, phpMyAdmin, Scipion, Rancher Applications, Minio",1.0,True,en,1,4
What steps are involved in selecting the application to run in Rancher?,phpMyAdmin,"Rancher Applications, Scipion, Desktop, RStudio, Welcome to the CERIT-SC Kubernetes Container Platform",,False,en,0,5
What credentials are needed to log into the phpMyAdmin application?,phpMyAdmin,"phpMyAdmin, ShinySOM, Storage Secrets, phpMyAdmin, Scipion",1.0,True,en,1,4
How do I customize the phpMyAdmin application during installation?,phpMyAdmin,"phpMyAdmin, phpMyAdmin, Matlab, Scipion, Personal Monitoring",1.0,True,en,1,4
What command is used to activate the VPN tunnel on Linux?,VPN,"VPN, VPN, Samba Server, Running Virtual Machine, Running Nextflow Pipelines in Kubernetes",1.0,True,en,1,4
How do you create a configuration file for Secure VPN on a Linux based OS?,VPN,"VPN, Wireguard, Storage, MinIO Operator, Storing Kubernetes Secrets in Git",1.0,True,en,0,5
Where should the configuration file be stored on Windows?,VPN,"Samba Server, Kubectl, Matlab, Storage Secrets, RStudio",,False,en,0,5
How can you deactivate the VPN tunnel on Linux?,VPN,"VPN, VPN, Running Virtual Machine, Wireguard, Samba Server",1.0,True,en,1,4
What steps are required to connect to Secure VPN on Windows?,VPN,"VPN, VPN, Running Virtual Machine, Samba Server, Ansys",1.0,True,en,1,4
How can you check the status of deployed Kubernetes resources using `kubectl`?,Hello world tutorial,"GitLab Kubernetes Agent, Projects, Namespaces, and Quotas, Hello world tutorial, Kubectl, Postgres Operator Cloudnative-PG",3.0,True,en,0,5
How can you create a Kubernetes Deployment to run a custom webserver using `kubectl`?,Hello world tutorial,"Hello world tutorial, Exposing Applications, GitLab Runner in Kubernetes, Running Nextflow Pipelines in Kubernetes, Postgres Operator Cloudnative-PG",1.0,True,en,0,5
"What is the purpose of the ""Hello world tutorial"" document?",Hello world tutorial,"Running Nextflow Pipelines in Kubernetes, Welcome to the CERIT-SC Kubernetes Container Platform, Hello world tutorial, Exposing Applications, ShinySOM",3.0,True,en,0,5
What are the requirements for naming a DNS in the Ingress configuration?,Hello world tutorial,"Exposing Applications, Hello world tutorial, Spark Operator, Security and Network Policy, Certificate",2.0,True,en,0,5
What steps are necessary to expose a Kubernetes application as a network service?,Hello world tutorial,"Hello world tutorial, Exposing Applications, Limitations of Running Docker Images, Wireguard, How to Run NGINX Web Server",1.0,True,en,0,5
What should you do if the GitLab Runner pod is in an `ImagePullBackOff` state?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, Building Docker containers with Gitlab, FAQ, Projects, Namespaces, and Quotas, Add shell to an image without one",1.0,True,en,0,5
How do you start a GitLab Runner using Helm after configuring the `values.yaml` file?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Kubernetes Agent, Building Docker containers with Gitlab, FAQ, Matlab",1.0,True,en,0,5
What steps are necessary to upgrade the GitLab Runner to a new version?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, Building Docker containers with Gitlab, Security Context, Running Nextflow Pipelines in Kubernetes, Running Virtual Machine",1.0,True,en,0,5
What are the prerequisites for setting up a GitLab Runner in a Kubernetes cluster?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Kubernetes Agent, Building Docker containers with Gitlab, MPI Operator, Hello world tutorial",1.0,True,en,0,5
How can you securely store GitLab tokens when setting up the GitLab Runner?,GitLab Runner in Kubernetes,"GitLab Runner in Kubernetes, GitLab Kubernetes Agent, Building Docker containers with Gitlab, Storing Kubernetes Secrets in Git, Storage Secrets",1.0,True,en,0,5
Who is eligible for free access to the CERIT-SC Kubernetes platform and Rancher UI?,How to get Access,"How to get Access, Welcome to the CERIT-SC Kubernetes Container Platform, Jak získat přístup, Contacts, Rancher",1.0,True,en,1,4
What should users do if they want to use the infrastructure for commercial research?,How to get Access,"Welcome to the CERIT-SC Kubernetes Container Platform, How to get Access, Operator Summary, Rancher Applications, Postgres Operator Cloudnative-PG",2.0,True,en,0,5
"What is the required acknowledgement formula for publications created with the support of MetaCentrum, CERIT-SC, and/or Elixir CZ?",How to get Access,"How to get Access, Jak získat přístup, Requesting a Project, Access Control, RStudio, Welcome to the CERIT-SC Kubernetes Container Platform",1.0,True,en,1,4
How can a user apply for a MetaCentrum account for the first time?,How to get Access,"Jak získat přístup, How to get Access, Storage Secrets, Requesting a Project, Access Control, JupyterHub",2.0,True,en,1,4
When does a user account expire and what happens if it is not prolonged?,How to get Access,"How to get Access, Jak získat přístup, Projects, Namespaces, and Quotas, Storage Secrets, Scipion",1.0,True,en,1,4
How can the security flaw of ingress authentication be mitigated?,Security and Network Policy,"Security and Network Policy, Spark Operator, Exposing Applications, Building Docker containers with Gitlab, ShinySOM",1.0,True,en,0,5
How should the SSO endpoint be configured and applied?,Security and Network Policy,"Security and Network Policy, ShinySOM, Bezpečnost a síťová politika, Spark Operator, Samba Server",1.0,True,en,1,4
What is required to utilize e-infra's SSO service for securing an application?,Security and Network Policy,"Security and Network Policy, ShinySOM, Bezpečnost a síťová politika, Storage Secrets, RStudio",1.0,True,en,1,4
What are the security flaws of using basic auth or oauth at ingress?,Security and Network Policy,"Security and Network Policy, Exposing Applications, Spark Operator, Harbor (hub.cerit.io), MinIO Operator",1.0,True,en,0,5
What changes need to be made to the existing ingress to include SSO?,Security and Network Policy,"Security and Network Policy, Spark Operator, Bezpečnost a síťová politika, Exposing Applications, Building Docker containers with Gitlab",1.0,True,en,1,4
What steps are involved in installing the ShinySOM application?,ShinySOM,"ShinySOM, ShinySOM, Scipion, Ansys, Rancher Applications",1.0,True,en,1,4
What happens if the ShinySOM application exceeds the maximum CPU or RAM resources?,ShinySOM,"RStudio, Desktop, Matlab, ShinySOM, Ansys",4.0,True,en,0,5
What should you avoid using in the access password for ShinySOM?,ShinySOM,"ShinySOM, Scipion, Storage Secrets, Storing Kubernetes Secrets in Git, Matlab",1.0,True,en,0,5
How do you access the running instance of ShinySOM after installation?,ShinySOM,"ShinySOM, RStudio, Scipion, Matlab, Rancher Applications",1.0,True,en,0,5
How can you preserve the content of the home directory when deleting and reinstalling the ShinySOM application?,ShinySOM,"ShinySOM, ownCloud, Minio, Ansys, Matlab",1.0,True,en,0,5
How can you preserve the home directory contents when reinstalling the Ansys application?,Ansys,"ShinySOM, Ansys, Matlab, Desktop, ownCloud",2.0,True,en,0,5
How can you connect to a running Ansys instance using the WEBRTC method?,Ansys,"Ansys, Desktop, Ansys, Matlab, Rancher Applications",1.0,True,en,1,4
What are the two methods of access display available when installing the Ansys application?,Ansys,"Ansys, Rancher Applications, Minio, Matlab, Desktop",1.0,True,en,0,5
What should you do if the installation of Ansys appears to fail after not selecting 'Customize Helm options before installing'?,Ansys,"Ansys, Matlab, Scipion, Rancher Applications, Ansys",1.0,True,en,1,4
What should you do if you need more than the default quota limit for CPUs when running Ansys?,Ansys,"Ansys, Projects, Namespaces, and Quotas, JupyterHub, Matlab, FAQ",1.0,True,en,0,5
"How many different notebook servers can a student create, and why might this be useful?",NBGrader Docs,"JupyterHub, BinderHub, Samba Server, Projects, Namespaces, and Quotas, Matlab",,False,en,0,5
What should instructors do if they have been added to a course as an instructor after previously accessing jupytul?,NBGrader Docs,"Requesting a Project, Access Control, Moodle, JupyterHub, Matlab, Scipion",,False,en,0,5
How can a student resolve the issue of not seeing the correct course upon logging in?,NBGrader Docs,"Moodle, ShinySOM, Ansys, Requesting a Project, Access Control, Scipion",,False,en,0,5
What is the primary instance URL for accessing jupytul?,NBGrader Docs,"JupyterHub, BinderHub, ownCloud, RStudio, Spark Operator",,False,en,0,5
What steps must be taken to add a student to a course in NBGrader Tulhub?,NBGrader Docs,"Moodle, Requesting a Project, Access Control, BinderHub, Scipion, Matlab",,False,en,0,5
What information does the `spec.dnsNames` field contain in the certificate configuration?,Certificate,"Certificate, Spark Operator, Certifikát, Exposing Applications, Storage",1.0,True,en,1,4
What is the purpose of the ACME protocol in Kubernetes certificate management?,Certificate,"Certificate, Certifikát, Security and Network Policy, Storage, Exposing Applications",1.0,True,en,1,4
What type of applications is the `letsencrypt-stage-dns` issuer suitable for?,Certificate,"Certificate, Certifikát, Exposing Applications, Spark Operator, Hello world tutorial",1.0,True,en,1,4
How is the `letsencrypt-prod-dns` issuer different from the `letsencrypt-prod` issuer?,Certificate,"Certificate, Certifikát, Exposing Applications, Spark Operator, Security and Network Policy",1.0,True,en,1,4
How can a Kubernetes managed certificate be issued using a YAML configuration?,Certificate,"Certificate, Running Virtual Machine, Security and Network Policy, MinIO Operator, Storage",1.0,True,en,0,5
What are the steps to access the database from outside the Kubernetes cluster?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Use case Omero, Hello world tutorial, Limitations of Running Docker Images, Postgres Operator Cloudnative-PG",1.0,True,en,1,4
How can I enable automatic backups of my PostgreSQL database to S3 storage?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Use case Omero, Postgres Operator Cloudnative-PG, Moodle, RStudio",1.0,True,en,1,4
How can I set up a high-availability PostgreSQL cluster using the Postgres Operator?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Postgres Operator Cloudnative-PG, Use case Omero, Operator Summary, Spuštění aplikace Omero",1.0,True,en,2,3
How can I deploy a minimal PostgreSQL cluster using the Postgres Operator on Kubernetes?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Use case Omero, Postgres Operator Cloudnative-PG, Hello world tutorial, GitLab Runner in Kubernetes",1.0,True,en,1,4
What configuration is needed to use custom database credentials in a PostgreSQL deployment?,Postgres Operator Cloudnative-PG,"Postgres Operator Cloudnative-PG, Use case Omero, BinderHub, Building Docker containers with Gitlab, Storage Secrets",1.0,True,en,0,5
How can you change the permissions of the `$HOME/.kube/config` file?,Kubectl,"Kubectl, Kubectl, Limitations of Running Docker Images, MinIO Operator, Projects, Namespaces, and Quotas",1.0,True,en,1,4
What should be done if the `$HOME/.kube/config` file does not exist?,Kubectl,"Kubectl, Kubectl, Hello world tutorial, Spark Operator, Limitations of Running Docker Images",1.0,True,en,1,4
Where can the `kube config` file be found?,Kubectl,"Kubectl, Jobs, Kubectl, MinIO Operator, Postgres Operator Cloudnative-PG",1.0,True,en,1,4
Is it possible to have multiple cluster configurations in one config file?,Kubectl,"Kubectl, Postgres Operator Cloudnative-PG, Jobs, Matlab, Operator Summary",1.0,True,en,0,5
What is required after installing Kubectl to make it function?,Kubectl,"Kubectl, GitLab Runner in Kubernetes, Postgres Operator Cloudnative-PG, Projects, Namespaces, and Quotas, Matlab",1.0,True,en,0,5
Are the storage and data backup features the same across all clusters?,Available Hardware,"Storage, Postgres Operator Cloudnative-PG, Jobs, Storage Secrets, GitLab Runner in Kubernetes",,False,en,0,5
"How many nodes does the kubh-cluster consist of, and where are they located?",Available Hardware,"Available Hardware, Postgres Operator Cloudnative-PG, Dostupný hardware, Hello world tutorial, Rancher",1.0,True,en,1,4
What GPUs are available in the kuba-cluster?,Available Hardware,"Available Hardware, Dostupný hardware, GPU and other Resources, Jobs, Postgres Operator Cloudnative-PG",1.0,True,en,1,4
Which nodes in the secure cluster are capable of creating a high-availability (HA) setup?,Available Hardware,"Available Hardware, Postgres Operator Cloudnative-PG, Storage Secrets, Matlab, MinIO Operator",1.0,True,en,0,5
What is the total storage capacity offered by the secure cluster's primary network storage?,Available Hardware,"Available Hardware, Storage, Storage Secrets, Postgres Operator Cloudnative-PG, Matlab",1.0,True,en,0,5
How can MetaCentrum users register for a license agreement to use AlphaFold 3?,News,"News, Foldify, Welcome to the CERIT-SC Kubernetes Container Platform, Requesting a Project, Access Control, RStudio",1.0,True,en,0,5
How can I access AlphaFold 3 on Foldify?,News,"Foldify, News, Chat AI, Welcome to the CERIT-SC Kubernetes Container Platform, Minio",2.0,True,en,0,5
What are the three ways to use the Better Docs AI Assistant?,News,"News, Chat AI, RStudio, Foldify, Welcome to the CERIT-SC Kubernetes Container Platform",1.0,True,en,0,5
Where can I find more information about the new AI chat website and API?,News,"News, Chat AI, Welcome to the CERIT-SC Kubernetes Container Platform, JupyterHub, Requesting a Project, Access Control",1.0,True,en,0,5
What is required to use the Problem Solving mode of the Better Docs AI Assistant?,News,"News, Chat AI, Foldify, Welcome to the CERIT-SC Kubernetes Container Platform, JupyterHub",1.0,True,en,0,5
How can Kubernetes Secrets be stored securely in a git repository?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, GitLab Runner in Kubernetes, GitLab Kubernetes Agent, MinIO Operator, Storage Secrets",1.0,True,en,0,5
What are the prerequisites for storing Kubernetes Secrets using the method described?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, Storage Secrets, MinIO Operator, Postgres Operator Cloudnative-PG, GitLab Runner in Kubernetes",1.0,True,en,0,5
How can you transform a Kubernetes Secret into a Sealed Secret?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, GitLab Runner in Kubernetes, MinIO Operator, Ukládání Kubernetes Secrets do Gitu, Storage Secrets",1.0,True,en,1,4
What does the `kubeseal` command do?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, GitLab Runner in Kubernetes, MinIO Operator, Projects, Namespaces, and Quotas, Add shell to an image without one",1.0,True,en,0,5
How does the encryption process ensure that a Sealed Secret can only be installed in its intended namespace?,Storing Kubernetes Secrets in Git,"Storing Kubernetes Secrets in Git, Ukládání Kubernetes Secrets do Gitu, MinIO Operator, Certificate, Storage Secrets",1.0,True,en,1,4
How does the synchronization process work between the Onedata spaces and Kubernetes volumes?,Scipion,"Scipion, ownCloud, Jobs, Minio, Storage Secrets",1.0,True,en,0,5
What are the quota limits for CPUs when running Scipion and how can they be adjusted?,Scipion,"Projects, Namespaces, and Quotas, JupyterHub, Scipion, FAQ, Ansys",3.0,True,en,0,5
What should be filled in as the first item on the Scipion application installation form?,Scipion,"Scipion, ShinySOM, Ansys, Scipion, Desktop",1.0,True,en,1,4
What is the importance of selecting the `Customize Helm options before install` during the installation process?,Scipion,"Matlab, Ansys, Scipion, Rancher Applications, Operator Summary",3.0,True,en,0,5
What happens to data stored outside the Onedata mounts when the Scipion application is deleted?,Scipion,"Scipion, ShinySOM, ownCloud, Moodle, phpMyAdmin",1.0,True,en,0,5
What are the three important Kubernetes objects related to storage?,Storage,"Storage, Jobs, Available Hardware, Storage Secrets, MinIO Operator",1.0,True,en,0,5
What steps are involved in accessing a WebDAV storage using a PVC?,Storage,"Storage, ownCloud, Running Nextflow Pipelines in Kubernetes, Samba Server, Minio",1.0,True,en,0,5
What are the performance characteristics of the different storage classes mentioned in the table?,Storage,"Storage, Jobs, Available Hardware, Úložiště, Foldify",1.0,True,en,1,4
How can a user create an ad-hoc PVC using the provided template?,Storage,"Storage, Minio, Samba Server, Running Nextflow Pipelines in Kubernetes, How to Run NGINX Web Server",1.0,True,en,0,5
How is ephemeral storage allocated and what happens to it if a Pod is evicted or moved?,Storage,"Storage, Projects, Namespaces, and Quotas, Hello world tutorial, JupyterHub, GPU and other Resources",1.0,True,en,0,5
